0.9166666667	6	0
2.1666666667	5.2	0
0.5	4.6	0
8.0833333333	3.4	0
7.5833333333	4.1	0
6.4166666667	2.6	0
4.4166666667	7.1	0
5.0833333333	5.8	0
2	6.2	0
2.4166666667	4.4	0
1.75	6.3	0
0.5	4.6	0
0.1666666667	5	0
3.8333333333	7.3	0
2.8333333333	5.8	0
5.1666666667	7.4	0
3.6666666667	6.8	0
2.5833333333	3.3	0
5.5833333333	2.7	0
7.0833333333	4.6	0
5.1666666667	7	0
0.1666666667	3.6	0
1.5	6.7	0
3.75	5.1	0
1.25	7.5	0
6.0833333333	3.2	0
3.5	2.7	0
6.0833333333	4	0
0.1666666667	6.6	0
2.6666666667	7	0
4	5.4	0
4.25	7.5	0
2.9166666667	5	0
5.3333333333	4	0
0.3333333333	6.5	0
2.5	6	0
6.25	3.7	0
5.6666666667	2.8	0
7.1666666667	6	0
7.4166666667	8.5	1
3.3333333333	8.7	1
2.0833333333	8.9	1
2.75	11.5	1
1	9.5	1
1.0833333333	8.3	1
4.3333333333	11	1
6.0833333333	7.3	1
7.1666666667	11.8	1
6.8333333333	10.3	1
4.75	10.9	1
4.9166666667	8	1
6.9166666667	8.6	1
1.25	9.5	1
2.4166666667	7.9	1
8.0833333333	10.6	1
0.8333333333	8.9	1
2.9166666667	7.7	1
3.8333333333	10.3	1
1.0833333333	10.9	1
7.4166666667	9.5	1
2.9166666667	10.9	1
1.4166666667	7.6	1
5.25	8.8	1
6.4166666667	9.6	1
4.1666666667	9.9	1
6.25	0.2	1
4	0.6	1
1.4166666667	1.1	1
1	0.3	1
8.1666666667	1.8	1
6.1666666667	2.6	1
5.1666666667	2.2	1
3.75	0	1
7.3333333333	2.8	1
5.9166666667	0.6	1
5.5833333333	2.9	1
7.6666666667	1.1	1
2.25	2.2	1
0.25	2	1
0.9166666667	2.5	1
4.6666666667	2.9	1
5.5833333333	1.2	1
4.1666666667	1.6	1
6.9166666667	2	1
4.6666666667	3	1
5.5	0	1
1.1666666667	0.7	1
0.75	2.3	1
3.4166666667	2.8	1
7.0833333333	0.3	1
6.3333333333	2.4	1
1.1666666667	2.7	1
6	0.1	1
5.4166666667	2.2	1
4.5	1.1	1
3.5833333333	0.5	1
5.3333333333	1.9	1
7.3333333333	2.3	1
0.1666666667	0	1
1.1666666667	2.9	1

